a¤o;area;type_violen;sexo;n_casos;poblacion;tasa_x100h
2015;Engativá;Sexual;Total general;424;874755;48.5
2015;Ciudad Bolívar;Sexual;Total general;688;687923;100
2015;Tunjuelito;Sexual;Total general;67;200048;33.5
2015;La Candelaria;Sexual;Total general;20;24096;83
2015;Chapinero;Abandono;Mujer;17;73185;23.2
2015;Los Mártires;Abandono;Mujer;22;48918;45
2015;Tunjuelito;Abandono;Mujer;10;100779;9.9
2015;Kennedy;Abandono;Mujer;107;547703;19.5
2015;Puente Aranda;Abandono;Mujer;37;131210;28.2
2015;Distrito;Abandono;Mujer;1472;4068770;36.2
2015;Usme;Abandono;Mujer;79;218685;36.1
2015;Teusaquillo;Abandono;Mujer;18;80595;22.3
2015;La Candelaria;Abandono;Mujer;4;11297;35.4
2015;Engativá;Abandono;Mujer;79;455865;17.3
2015;Fontibón;Abandono;Mujer;40;200279;20
2015;Usaquén;Abandono;Mujer;84;264972;31.7
2015;San Cristóbal;Abandono;Mujer;261;207629;125.7
2015;Rafael Uribe Uribe;Abandono;Mujer;133;190270;69.9
2015;Ciudad Bolívar;Abandono;Mujer;191;351127;54.4
2015;Bosa;Abandono;Mujer;258;330490;78.1
2015;Santa Fe;Abandono;Mujer;23;54564;42.2
2015;Antonio Nariño;Abandono;Mujer;14;55838;25.1
2015;Barrios Unidos;Abandono;Mujer;32;125105;25.6
2015;Sumapaz;Abandono;Mujer;13;3111;417.9
2015;Suba;Abandono;Mujer;50;617148;8.1
2015;Fontibón;Económica;Mujer;69;200279;34.5
2015;San Cristóbal;Económica;Mujer;124;207629;59.7
2015;Engativá;Económica;Mujer;85;455865;18.6
2015;Usaquén;Económica;Mujer;438;264972;165.3
2015;La Candelaria;Económica;Mujer;4;11297;35.4
2015;Los Mártires;Económica;Mujer;13;48918;26.6
2015;Distrito;Económica;Mujer;1522;4068770;37.4
2015;Chapinero;Económica;Mujer;18;73185;24.6
2015;Suba;Económica;Mujer;96;617148;15.6
2015;Kennedy;Económica;Mujer;78;547703;14.2
2015;Sumapaz;Económica;Mujer;1;3111;32.1
2015;Teusaquillo;Económica;Mujer;21;80595;26.1
2015;Usme;Económica;Mujer;37;218685;16.9
2015;Barrios Unidos;Económica;Mujer;47;125105;37.6
2015;Rafael Uribe Uribe;Económica;Mujer;134;190270;70.4
2015;Antonio Nariño;Económica;Mujer;15;55838;26.9
2015;Puente Aranda;Económica;Mujer;21;131210;16
2015;Santa Fe;Económica;Mujer;19;54564;34.8
2015;Tunjuelito;Económica;Mujer;7;100779;6.9
2015;Ciudad Bolívar;Económica;Mujer;123;351127;35
2015;Bosa;Económica;Mujer;172;330490;52
2015;Ciudad Bolívar;Emocional;Mujer;2961;351127;843.3
2015;Distrito;Emocional;Mujer;25042;4068770;615.5
2015;Rafael Uribe Uribe;Emocional;Mujer;1513;190270;795.2
2015;Puente Aranda;Emocional;Mujer;538;131210;410
2015;Bosa;Emocional;Mujer;3681;330490;1113.8
2015;Antonio Nariño;Emocional;Mujer;248;55838;444.1
2015;La Candelaria;Emocional;Mujer;96;11297;849.8
2015;Usaquén;Emocional;Mujer;1906;264972;719.3
2015;Barrios Unidos;Emocional;Mujer;400;125105;319.7
2015;Fontibón;Emocional;Mujer;910;200279;454.4
2015;Los Mártires;Emocional;Mujer;385;48918;787
2015;Kennedy;Emocional;Mujer;2756;547703;503.2
2015;Suba;Emocional;Mujer;2350;617148;380.8
2015;San Cristóbal;Emocional;Mujer;2028;207629;976.7
2015;Chapinero;Emocional;Mujer;263;73185;359.4
2015;Teusaquillo;Emocional;Mujer;192;80595;238.2
2015;Sumapaz;Emocional;Mujer;119;3111;3825.1
2015;Usme;Emocional;Mujer;2149;218685;982.7
2015;Engativá;Emocional;Mujer;1634;455865;358.4
2015;Santa Fe;Emocional;Mujer;460;54564;843
2015;Tunjuelito;Emocional;Mujer;453;100779;449.5
2015;Barrios Unidos;Física;Mujer;144;125105;115.1
2015;La Candelaria;Física;Mujer;27;11297;239
2015;Teusaquillo;Física;Mujer;80;80595;99.3
2015;Antonio Nariño;Física;Mujer;82;55838;146.9
2015;Distrito;Física;Mujer;7342;4068770;180.4
2015;Fontibón;Física;Mujer;272;200279;135.8
2015;San Cristóbal;Física;Mujer;681;207629;328
2015;Usaquén;Física;Mujer;506;264972;191
2015;Puente Aranda;Física;Mujer;162;131210;123.5
2015;Engativá;Física;Mujer;615;455865;134.9
2015;Suba;Física;Mujer;702;617148;113.7
2015;Bosa;Física;Mujer;865;330490;261.7
2015;Usme;Física;Mujer;429;218685;196.2
2015;Kennedy;Física;Mujer;798;547703;145.7
2015;Sumapaz;Física;Mujer;22;3111;707.2
2015;Chapinero;Física;Mujer;92;73185;125.7
2015;Rafael Uribe Uribe;Física;Mujer;497;190270;261.2
2015;Tunjuelito;Física;Mujer;132;100779;131
2015;Santa Fe;Física;Mujer;138;54564;252.9
2015;Ciudad Bolívar;Física;Mujer;1009;351127;287.4
2015;Los Mártires;Física;Mujer;89;48918;181.9
2015;San Cristóbal;Intrafamiliar;Mujer;2028;207629;976.7
2015;Usaquén;Intrafamiliar;Mujer;1906;264972;719.3
2015;Los Mártires;Intrafamiliar;Mujer;385;48918;787
2015;Tunjuelito;Intrafamiliar;Mujer;453;100779;449.5
2015;Puente Aranda;Intrafamiliar;Mujer;538;131210;410
2015;Fontibón;Intrafamiliar;Mujer;910;200279;454.4
2015;La Candelaria;Intrafamiliar;Mujer;96;11297;849.8
2015;Sumapaz;Intrafamiliar;Mujer;119;3111;3825.1
2015;Barrios Unidos;Intrafamiliar;Mujer;400;125105;319.7
2015;Antonio Nariño;Intrafamiliar;Mujer;248;55838;444.1
2015;Chapinero;Intrafamiliar;Mujer;263;73185;359.4
2015;Suba;Intrafamiliar;Mujer;2350;617148;380.8
2015;Kennedy;Intrafamiliar;Mujer;2756;547703;503.2
2015;Ciudad Bolívar;Intrafamiliar;Mujer;2961;351127;843.3
2015;Engativá;Intrafamiliar;Mujer;1634;455865;358.4
2015;Bosa;Intrafamiliar;Mujer;3681;330490;1113.8
2015;Distrito;Intrafamiliar;Mujer;25042;4068770;615.5
2015;Teusaquillo;Intrafamiliar;Mujer;192;80595;238.2
2015;Usme;Intrafamiliar;Mujer;2149;218685;982.7
2015;Santa Fe;Intrafamiliar;Mujer;460;54564;843
2015;Rafael Uribe Uribe;Intrafamiliar;Mujer;1513;190270;795.2
2015;Antonio Nariño;Negligencia ;Mujer;96;55838;171.9
2015;Engativá;Negligencia ;Mujer;653;455865;143.2
2015;Teusaquillo;Negligencia ;Mujer;69;80595;85.6
2015;Fontibón;Negligencia ;Mujer;208;200279;103.9
2015;La Candelaria;Negligencia ;Mujer;38;11297;336.4
2015;Usaquén;Negligencia ;Mujer;521;264972;196.6
2015;Distrito;Negligencia ;Mujer;10261;4068770;252.2
2015;Santa Fe;Negligencia ;Mujer;182;54564;333.6
2015;Usme;Negligencia ;Mujer;1257;218685;574.8
2015;Ciudad Bolívar;Negligencia ;Mujer;1247;351127;355.1
2015;San Cristóbal;Negligencia ;Mujer;1079;207629;519.7
2015;Suba;Negligencia ;Mujer;1041;617148;168.7
2015;Puente Aranda;Negligencia ;Mujer;212;131210;161.6
2015;Tunjuelito;Negligencia ;Mujer;169;100779;167.7
2015;Rafael Uribe Uribe;Negligencia ;Mujer;643;190270;337.9
2015;Barrios Unidos;Negligencia ;Mujer;136;125105;108.7
2015;Los Mártires;Negligencia ;Mujer;177;48918;361.8
2015;Bosa;Negligencia ;Mujer;1044;330490;315.9
2015;Sumapaz;Negligencia ;Mujer;47;3111;1510.8
2015;Chapinero;Negligencia ;Mujer;86;73185;117.5
2015;Kennedy;Negligencia ;Mujer;1356;547703;247.6
2015;Kennedy;Sexual;Mujer;494;547703;90.2
2015;Usme;Sexual;Mujer;282;218685;129
2015;Santa Fe;Sexual;Mujer;74;54564;135.6
2015;Barrios Unidos;Sexual;Mujer;61;125105;48.8
2015;Antonio Nariño;Sexual;Mujer;37;55838;66.3
2015;Usaquén;Sexual;Mujer;187;264972;70.6
2015;Tunjuelito;Sexual;Mujer;60;100779;59.5
2015;Suba;Sexual;Mujer;483;617148;78.3
2015;Chapinero;Sexual;Mujer;34;73185;46.5
2015;Distrito;Sexual;Mujer;4529;4068770;111.3
2015;Sumapaz;Sexual;Mujer;3;3111;96.4
2015;Rafael Uribe Uribe;Sexual;Mujer;286;190270;150.3
2015;Bosa;Sexual;Mujer;883;330490;267.2
2015;Los Mártires;Sexual;Mujer;85;48918;173.8
2015;Ciudad Bolívar;Sexual;Mujer;598;351127;170.3
2015;San Cristóbal;Sexual;Mujer;317;207629;152.7
2015;La Candelaria;Sexual;Mujer;17;11297;150.5
2015;Fontibón;Sexual;Mujer;139;200279;69.4
2015;Teusaquillo;Sexual;Mujer;33;80595;40.9
2015;Engativá;Sexual;Mujer;349;455865;76.6
2015;Puente Aranda;Sexual;Mujer;107;131210;81.5
2015;Antonio Nariño;Abandono;Hombre ;4;53103;7.5
2015;Usme;Abandono;Hombre ;52;214039;24.3
2015;Rafael Uribe Uribe;Abandono;Hombre ;101;184837;54.6
2015;Engativá;Abandono;Hombre ;75;418890;17.9
2015;Tunjuelito;Abandono;Hombre ;13;99269;13.1
2015;Chapinero;Abandono;Hombre ;21;64685;32.5
2015;Santa Fe;Abandono;Hombre ;16;55489;28.8
2015;Sumapaz;Abandono;Hombre ;14;3349;418
2015;Ciudad Bolívar;Abandono;Hombre ;125;336796;37.1
2015;San Cristóbal;Abandono;Hombre ;173;198396;87.2
2015;Fontibón;Abandono;Hombre ;34;180174;18.9
2015;Bosa;Abandono;Hombre ;157;316343;49.6
2015;Puente Aranda;Abandono;Hombre ;31;127204;24.4
2015;La Candelaria;Abandono;Hombre ;3;12799;23.4
2015;Teusaquillo;Abandono;Hombre ;12;70497;17
2015;Kennedy;Abandono;Hombre ;74;521766;14.2
2015;Suba;Abandono;Hombre ;51;557588;9.1
2015;Distrito;Abandono;Hombre ;1042;3810013;27.3
2015;Barrios Unidos;Abandono;Hombre ;21;115855;18.1
2015;Usaquén;Abandono;Hombre ;55;229094;24
2015;Los Mártires;Abandono;Hombre ;10;49840;20.1
2015;Sumapaz;Económica;Hombre ;1;3349;29.9
2015;Rafael Uribe Uribe;Económica;Hombre ;49;184837;26.5
2015;San Cristóbal;Económica;Hombre ;28;198396;14.1
2015;Kennedy;Económica;Hombre ;28;521766;5.4
2015;Usme;Económica;Hombre ;13;214039;6.1
2015;Usaquén;Económica;Hombre ;215;229094;93.8
2015;Santa Fe;Económica;Hombre ;8;55489;14.4
2015;Puente Aranda;Económica;Hombre ;16;127204;12.6
2015;Barrios Unidos;Económica;Hombre ;31;115855;26.8
2015;Distrito;Económica;Hombre ;656;3810013;17.2
2015;Bosa;Económica;Hombre ;66;316343;20.9
2015;Engativá;Económica;Hombre ;23;418890;5.5
2015;Ciudad Bolívar;Económica;Hombre ;82;336796;24.3
2015;Los Mártires;Económica;Hombre ;3;49840;6
2015;Teusaquillo;Económica;Hombre ;7;70497;9.9
2015;Chapinero;Económica;Hombre ;25;64685;38.6
2015;Fontibón;Económica;Hombre ;31;180174;17.2
2015;Tunjuelito;Económica;Hombre ;1;99269;1
2015;La Candelaria;Económica;Hombre ;0;12799;0
2015;Antonio Nariño;Económica;Hombre ;4;53103;7.5
2015;Suba;Económica;Hombre ;25;557588;4.5
2015;Kennedy;Emocional;Hombre ;1074;521766;205.8
2015;San Cristóbal;Emocional;Hombre ;856;198396;431.5
2015;Sumapaz;Emocional;Hombre ;81;3349;2418.6
2015;Suba;Emocional;Hombre ;932;557588;167.1
2015;La Candelaria;Emocional;Hombre ;29;12799;226.6
2015;Santa Fe;Emocional;Hombre ;177;55489;319
2015;Usme;Emocional;Hombre ;795;214039;371.4
2015;Rafael Uribe Uribe;Emocional;Hombre ;616;184837;333.3
2015;Bosa;Emocional;Hombre ;1544;316343;488.1
2015;Antonio Nariño;Emocional;Hombre ;96;53103;180.8
2015;Distrito;Emocional;Hombre ;10416;3810013;273.4
2015;Chapinero;Emocional;Hombre ;158;64685;244.3
2015;Puente Aranda;Emocional;Hombre ;245;127204;192.6
2015;Los Mártires;Emocional;Hombre ;110;49840;220.7
2015;Fontibón;Emocional;Hombre ;322;180174;178.7
2015;Teusaquillo;Emocional;Hombre ;91;70497;129.1
2015;Tunjuelito;Emocional;Hombre ;173;99269;174.3
2015;Ciudad Bolívar;Emocional;Hombre ;1261;336796;374.4
2015;Engativá;Emocional;Hombre ;754;418890;180
2015;Barrios Unidos;Emocional;Hombre ;210;115855;181.3
2015;Usaquén;Emocional;Hombre ;892;229094;389.4
2015;Tunjuelito;Física;Hombre ;29;99269;29.2
2015;La Candelaria;Física;Hombre ;7;12799;54.7
2015;Los Mártires;Física;Hombre ;17;49840;34.1
2015;Engativá;Física;Hombre ;235;418890;56.1
2015;Santa Fe;Física;Hombre ;40;55489;72.1
2015;Chapinero;Física;Hombre ;36;64685;55.7
2015;Barrios Unidos;Física;Hombre ;42;115855;36.3
2015;Bosa;Física;Hombre ;266;316343;84.1
2015;San Cristóbal;Física;Hombre ;219;198396;110.4
2015;Fontibón;Física;Hombre ;71;180174;39.4
2015;Ciudad Bolívar;Física;Hombre ;348;336796;103.3
2015;Usme;Física;Hombre ;126;214039;58.9
2015;Sumapaz;Física;Hombre ;12;3349;358.3
2015;Teusaquillo;Física;Hombre ;26;70497;36.9
2015;Rafael Uribe Uribe;Física;Hombre ;143;184837;77.4
2015;Suba;Física;Hombre ;260;557588;46.6
2015;Distrito;Física;Hombre ;2453;3810013;64.4
2015;Antonio Nariño;Física;Hombre ;36;53103;67.8
2015;Puente Aranda;Física;Hombre ;61;127204;48
2015;Kennedy;Física;Hombre ;241;521766;46.2
2015;Usaquén;Física;Hombre ;238;229094;103.9
2015;Bosa;Intrafamiliar;Hombre ;1544;316343;488.1
2015;Ciudad Bolívar;Intrafamiliar;Hombre ;1261;336796;374.4
2015;Engativá;Intrafamiliar;Hombre ;754;418890;180
2015;Chapinero;Intrafamiliar;Hombre ;158;64685;244.3
2015;Kennedy;Intrafamiliar;Hombre ;1074;521766;205.8
2015;Los Mártires;Intrafamiliar;Hombre ;110;49840;220.7
2015;Rafael Uribe Uribe;Intrafamiliar;Hombre ;616;184837;333.3
2015;Suba;Intrafamiliar;Hombre ;932;557588;167.1
2015;Barrios Unidos;Intrafamiliar;Hombre ;210;115855;181.3
2015;Usaquén;Intrafamiliar;Hombre ;892;229094;389.4
2015;Teusaquillo;Intrafamiliar;Hombre ;91;70497;129.1
2015;Puente Aranda;Intrafamiliar;Hombre ;245;127204;192.6
2015;Santa Fe;Intrafamiliar;Hombre ;177;55489;319
2015;Fontibón;Intrafamiliar;Hombre ;322;180174;178.7
2015;Antonio Nariño;Intrafamiliar;Hombre ;96;53103;180.8
2015;Sumapaz;Intrafamiliar;Hombre ;81;3349;2418.6
2015;Usme;Intrafamiliar;Hombre ;795;214039;371.4
2015;Distrito;Intrafamiliar;Hombre ;10416;3810013;273.4
2015;San Cristóbal;Intrafamiliar;Hombre ;856;198396;431.5
2015;Tunjuelito;Intrafamiliar;Hombre ;173;99269;174.3
2015;La Candelaria;Intrafamiliar;Hombre ;29;12799;226.6
2015;Engativá;Negligencia ;Hombre ;472;418890;112.7
2015;Chapinero;Negligencia ;Hombre ;81;64685;125.2
2015;Tunjuelito;Negligencia ;Hombre ;106;99269;106.8
2015;Suba;Negligencia ;Hombre ;539;557588;96.7
2015;Ciudad Bolívar;Negligencia ;Hombre ;749;336796;222.4
2015;Distrito;Negligencia ;Hombre ;5950;3810013;156.2
2015;Rafael Uribe Uribe;Negligencia ;Hombre ;407;184837;220.2
2015;Usme;Negligencia ;Hombre ;571;214039;266.8
2015;Teusaquillo;Negligencia ;Hombre ;51;70497;72.3
2015;Kennedy;Negligencia ;Hombre ;655;521766;125.5
2015;San Cristóbal;Negligencia ;Hombre ;605;198396;304.9
2015;Los Mártires;Negligencia ;Hombre ;64;49840;128.4
2015;Santa Fe;Negligencia ;Hombre ;89;55489;160.4
2015;Bosa;Negligencia ;Hombre ;716;316343;226.3
2015;Antonio Nariño;Negligencia ;Hombre ;56;53103;105.5
2015;Barrios Unidos;Negligencia ;Hombre ;112;115855;96.7
2015;Fontibón;Negligencia ;Hombre ;89;180174;49.4
2015;La Candelaria;Negligencia ;Hombre ;16;12799;125
2015;Usaquén;Negligencia ;Hombre ;406;229094;177.2
2015;Puente Aranda;Negligencia ;Hombre ;119;127204;93.6
2015;Sumapaz;Negligencia ;Hombre ;47;3349;1403.4
2015;Puente Aranda;Sexual;Hombre ;26;127204;20.4
2015;Barrios Unidos;Sexual;Hombre ;16;115855;13.8
2015;Sumapaz;Sexual;Hombre ;0;3349;0
2015;Usme;Sexual;Hombre ;50;214039;23.4
2015;Teusaquillo;Sexual;Hombre ;7;70497;9.9
2015;Engativá;Sexual;Hombre ;75;418890;17.9
2015;Bosa;Sexual;Hombre ;140;316343;44.3
2015;Ciudad Bolívar;Sexual;Hombre ;90;336796;26.7
2015;La Candelaria;Sexual;Hombre ;3;12799;23.4
2015;Santa Fe;Sexual;Hombre ;10;55489;18
2015;Usaquén;Sexual;Hombre ;23;229094;10
2015;Distrito;Sexual;Hombre ;762;3810013;20
2015;Tunjuelito;Sexual;Hombre ;7;99269;7.1
2015;Antonio Nariño;Sexual;Hombre ;10;53103;18.8
2015;San Cristóbal;Sexual;Hombre ;61;198396;30.7
2015;Los Mártires;Sexual;Hombre ;10;49840;20.1
2015;Fontibón;Sexual;Hombre ;29;180174;16.1
2015;Suba;Sexual;Hombre ;71;557588;12.7
2015;Rafael Uribe Uribe;Sexual;Hombre ;46;184837;24.9
2015;Chapinero;Sexual;Hombre ;8;64685;12.4
2015;Kennedy;Sexual;Hombre ;80;521766;15.3
2016;Engativá;Abandono;Total general;134;873243;15.3
2016;Suba;Abandono;Total general;121;1250734;9.7
2016;San Cristóbal;Abandono;Total general;170;396383;42.9
2016;Kennedy;Abandono;Total general;138;1187315;11.6
2016;La Candelaria;Abandono;Total general;7;22633;30.9
2016;Fontibón;Abandono;Total general;54;403519;13.4
2016;Los Mártires;Abandono;Total general;26;94130;27.6
2016;Teusaquillo;Abandono;Total general;30;140767;21.3
2016;Santa Fe;Abandono;Total general;30;96534;31.1
2016;Barrios Unidos;Abandono;Total general;34;263883;12.9
2016;Ciudad Bolívar;Abandono;Total general;213;719700;29.6
2016;Rafael Uribe Uribe;Abandono;Total general;118;353761;33.4
2016;Antonio Nariño;Abandono;Total general;24;109277;22
2016;Sumapaz;Abandono;Total general;16;7330;218.3
2016;Puente Aranda;Abandono;Total general;27;225220;12
2016;Bosa;Abandono;Total general;237;709039;33.4
2016;Tunjuelito;Abandono;Total general;18;189522;9.5
2016;Usaquén;Abandono;Total general;117;472908;24.7
2016;Usme;Abandono;Total general;122;337152;36.2
2016;Distrito;Abandono;Total general;1668;7980001;20.9
2016;Chapinero;Abandono;Total general;31;126951;24.4
2016;Distrito;Económica;Total general;1802;7980001;22.6
2016;La Candelaria;Económica;Total general;3;22633;13.3
2016;Bosa;Económica;Total general;182;709039;25.7
2016;Teusaquillo;Económica;Total general;39;140767;27.7
2016;Tunjuelito;Económica;Total general;5;189522;2.6
2016;Chapinero;Económica;Total general;61;126951;48.1
2016;Usme;Económica;Total general;83;337152;24.6
2016;Barrios Unidos;Económica;Total general;73;263883;27.7
2016;Fontibón;Económica;Total general;62;403519;15.4
2016;Rafael Uribe Uribe;Económica;Total general;95;353761;26.9
2016;Sumapaz;Económica;Total general;7;7330;95.5
2016;Kennedy;Económica;Total general;71;1187315;6
2016;Suba;Económica;Total general;144;1250734;11.5
2016;Puente Aranda;Económica;Total general;23;225220;10.2
2016;Usaquén;Económica;Total general;525;472908;111
2016;San Cristóbal;Económica;Total general;81;396383;20.4
2016;Los Mártires;Económica;Total general;19;94130;20.2
2016;Ciudad Bolívar;Económica;Total general;179;719700;24.9
2016;Antonio Nariño;Económica;Total general;20;109277;18.3
2016;Santa Fe;Económica;Total general;16;96534;16.6
2016;Engativá;Económica;Total general;111;873243;12.7
2016;Chapinero;Emocional;Total general;309;126951;243.4
2016;Sumapaz;Emocional;Total general;135;7330;1841.7
2016;Teusaquillo;Emocional;Total general;253;140767;179.7
2016;Rafael Uribe Uribe;Emocional;Total general;1973;353761;557.7
2016;Fontibón;Emocional;Total general;1213;403519;300.6
2016;Puente Aranda;Emocional;Total general;680;225220;301.9
2016;Los Mártires;Emocional;Total general;411;94130;436.6
2016;Suba;Emocional;Total general;2818;1250734;225.3
2016;Usaquén;Emocional;Total general;2366;472908;500.3
2016;Usme;Emocional;Total general;2468;337152;732
2016;Distrito;Emocional;Total general;30911;7980001;387.4
2016;Bosa;Emocional;Total general;4369;709039;616.2
2016;Barrios Unidos;Emocional;Total general;465;263883;176.2
2016;La Candelaria;Emocional;Total general;105;22633;463.9
2016;Engativá;Emocional;Total general;2003;873243;229.4
2016;Kennedy;Emocional;Total general;3410;1187315;287.2
2016;Ciudad Bolívar;Emocional;Total general;4527;719700;629
2016;Tunjuelito;Emocional;Total general;539;189522;284.4
2016;Santa Fe;Emocional;Total general;524;96534;542.8
2016;Antonio Nariño;Emocional;Total general;290;109277;265.4
2016;San Cristóbal;Emocional;Total general;2039;396383;514.4
2016;Distrito;Física;Total general;8167;7980001;102.3
2016;Puente Aranda;Física;Total general;191;225220;84.8
2016;Usaquén;Física;Total general;582;472908;123.1
2016;Kennedy;Física;Total general;961;1187315;80.9
2016;Bosa;Física;Total general;961;709039;135.5
2016;Teusaquillo;Física;Total general;94;140767;66.8
2016;Suba;Física;Total general;690;1250734;55.2
2016;Ciudad Bolívar;Física;Total general;1265;719700;175.8
2016;Chapinero;Física;Total general;92;126951;72.5
2016;Engativá;Física;Total general;667;873243;76.4
2016;Rafael Uribe Uribe;Física;Total general;614;353761;173.6
2016;Tunjuelito;Física;Total general;111;189522;58.6
2016;San Cristóbal;Física;Total general;597;396383;150.6
2016;La Candelaria;Física;Total general;26;22633;114.9
2016;Usme;Física;Total general;481;337152;142.7
2016;Sumapaz;Física;Total general;20;7330;272.9
2016;Antonio Nariño;Física;Total general;89;109277;81.4
2016;Fontibón;Física;Total general;327;403519;81
2016;Barrios Unidos;Física;Total general;118;263883;44.7
2016;Los Mártires;Física;Total general;129;94130;137
2016;Santa Fe;Física;Total general;148;96534;153.3
2016;Tunjuelito;Intrafamiliar;Total general;539;189522;284.4
2016;Chapinero;Intrafamiliar;Total general;309;126951;243.4
2016;Distrito;Intrafamiliar;Total general;30897;7980001;387.2
2016;Bosa;Intrafamiliar;Total general;4369;709039;616.2
2016;Rafael Uribe Uribe;Intrafamiliar;Total general;1973;353761;557.7
2016;Sumapaz;Intrafamiliar;Total general;135;7330;1841.7
2016;Los Mártires;Intrafamiliar;Total general;411;94130;436.6
2016;Suba;Intrafamiliar;Total general;2818;1250734;225.3
2016;San Cristóbal;Intrafamiliar;Total general;2039;396383;514.4
2016;Kennedy;Intrafamiliar;Total general;3410;1187315;287.2
2016;Engativá;Intrafamiliar;Total general;2003;873243;229.4
2016;La Candelaria;Intrafamiliar;Total general;105;22633;463.9
2016;Usaquén;Intrafamiliar;Total general;2366;472908;500.3
2016;Santa Fe;Intrafamiliar;Total general;524;96534;542.8
2016;Ciudad Bolívar;Intrafamiliar;Total general;4527;719700;629
2016;Barrios Unidos;Intrafamiliar;Total general;465;263883;176.2
2016;Fontibón;Intrafamiliar;Total general;1213;403519;300.6
2016;Puente Aranda;Intrafamiliar;Total general;680;225220;301.9
2016;Usme;Intrafamiliar;Total general;2468;337152;732
2016;Antonio Nariño;Intrafamiliar;Total general;290;109277;265.4
2016;Teusaquillo;Intrafamiliar;Total general;253;140767;179.7
